Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
Asian City,248 Dove Run,Middletown,19709.0,06/16/2022,Routine,2-102.12,Certified Food Protection Manager,"248 Dove Run
Middletown, DE 19709
(39.452587439, -75.690390909)"
Asian Express,26670 Centerview Dr Unit 15,Millsboro,19966.0,04/01/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","26670 Centerview Dr Unit 15
Millsboro, DE 19966
(38.573967013, -75.288106974)"
Asian House,1222 Beaver Brook Plaza,New Castle,19720.0,08/24/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"1222 Beaver Brook Plaza
New Castle, DE 19720
(39.641397018, -75.624352971)"
Asian Noodle House,4138 Ogletown Stanton Rd,Newark,19713.0,12/29/2022,Routine,6-301.12,Hand Drying Provision,"4138 Ogletown Stanton Rd
Newark, DE 19713
(39.685658999, -75.684164975)"
Astrazeneca Pharmacueticals,587 Old Baltimore Pike Bldg 8,Newark,19702.0,10/20/2023,Routine,6-301.14,Handwashing Signage,"587 Old Baltimore Pike Bldg 8
Newark, DE 19702
(39.652351998, -75.703750968)"
ATER'S,1159 South Dupont Highway,Dover,19901.0,07/28/2022,Routine,5-204.11,Handwashing Sinks-Location and Placement,"1159 South Dupont Highway
Dover, DE 19901
(39.140352998, -75.520905031)"
Atexcac Restaurant,50 Marrows Rd,Newark,19713.0,04/19/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","50 Marrows Rd
Newark, DE 19713
(39.664793005, -75.727334039)"
Atlantic Seafood Company,101 N Boardwalk,Rehoboth Beach,19971.0,06/23/2023,Routine,2-102.12,Certified Food Protection Manager,"101 N Boardwalk
Rehoboth Beach, DE 19971
(38.717921003, -75.076814031)"
ATLANTIC SOCIAL,19340 Lighthouse Plaza Boulevard,Rehoboth Beach,19971.0,06/27/2023,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","19340 Lighthouse Plaza Boulevard
Rehoboth Beach, DE 19971
(38.721318021, -75.118789009)"
Atlantic View Hotel,2 Clayton St,Dewey  Beach,19971.0,07/18/2023,Routine,3-501.13,Thawing,"2 Clayton St
Dewey  Beach, DE 19971
(38.697226, -75.073395975)"
Au Bon Pain At Christiana Care Wilmington,Wilmington Hospital 501 West 14th S,Wilmington,19899.0,11/07/2022,Routine,2-402.11,Effectiveness-Hair Restraints,"Wilmington Hospital 501 West 14th S
Wilmington, DE 19899
(39.75093, -75.55047)"
Au Bon Pain Caf+� & Bakery@christiana Hospital,4755 Ogletown-stanton Road,Newark,19718.0,05/25/2022,Routine,6-301.12,Hand Drying Provision,"4755 Ogletown-stanton Road
Newark, DE 19718
(39.687767005, -75.668909995)"
Aunt Berta's Kitchen,198 North Dupont Highway,New Castle,19720.0,01/04/2023,Routine,6-301.12,Hand Drying Provision,"198 North Dupont Highway
New Castle, DE 19720
(39.677819991, -75.591867983)"
Aunt Mary's Kitchen,955 N Dupont Blvd,Milford,19963.0,10/17/2022,Routine,6-202.14,"Toilet Rooms, Enclosed","955 N Dupont Blvd
Milford, DE 19963
(38.931645997, -75.432610985)"
Aunt Vonda's Kitchen Table,16 Salem Village Square,Newark,19713.0,12/14/2023,Routine,2-102.12,Certified Food Protection Manager,"16 Salem Village Square
Newark, DE 19713
(39.667780986, -75.695121966)"
Auntie Annes,263 Walmart Drive,Camden,19934.0,01/04/2022,Routine,2-102.12,Certified Food Protection Manager,"263 Walmart Drive
Camden, DE 19934
(39.102663016, -75.546139002)"
Auntie Anne's,132 Christiana Mall,Newark,19702.0,12/07/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","132 Christiana Mall
Newark, DE 19702
(39.678522018, -75.65204703)"
Auntie Anne's DE 111,939 N Dupont Hwy,Milford,19963.0,10/12/2022,Routine,2-102.12,Certified Food Protection Manager,"939 N Dupont Hwy
Milford, DE 19963
(38.92924102, -75.435225971)"
Auntie Annes Food Truck,203 E Savannah Rd,Lewes,19958.0,06/09/2023,Routine,2-102.12,Certified Food Protection Manager,"203 E Savannah Rd
Lewes, DE 19958
(38.780519343, -75.132500003)"
Auntie Anne's Inc,4737 Concord Pike - Concord Mall,Wilmington,19803.0,04/04/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","4737 Concord Pike - Concord Mall
Wilmington, DE 19803
(39.823198, -75.544667)"
Auntie Anne's Pretzels,3214 Kirkwood Hwy,Wilmington,19808.0,01/18/2023,Routine,2-102.12,Certified Food Protection Manager,"3214 Kirkwood Hwy
Wilmington, DE 19808
(39.73555299, -75.626660006)"
Auntie Anne's Soft Pretzels,3004 Dover Mall,Dover,19901.0,01/31/2023,Routine,2-102.12,Certified Food Protection Manager,"3004 Dover Mall
Dover, DE 19901
(39.19168164, -75.537428915)"
Aurea's Mexican Restaurant,3624 Bayard Dr,Claymont,19703.0,06/30/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","3624 Bayard Dr
Claymont, DE 19703
(39.804898989, -75.455231981)"
AVA'S PIZZERIA & WINE BAR,29 Baltimore Avenue,Rehoboth Beach,19971.0,08/17/2023,Routine,7-102.11,Common Name-Working Containers,"29 Baltimore Avenue
Rehoboth Beach, DE 19971
(38.717478983, -75.079342013)"
Avenue Inn,33 Wilmington Ave,Rehoboth Beach,19971.0,04/14/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","33 Wilmington Ave
Rehoboth Beach, DE 19971
(38.715708013, -75.079315023)"
Avocado's from Mexico Grill & Ice Cream LLC,2405 Kirkwood Highway,Wilmington,19808.0,02/01/2022,Routine,2-102.12,Certified Food Protection Manager,"2405 Kirkwood Highway
Wilmington, DE 19808
(39.738329998, -75.613388017)"
B Juiced Fenwick Island,300 Coastal Highway,Fenwick Island,19944.0,05/05/2023,Routine,7-201.11,Separation-Storage,"300 Coastal Highway
Fenwick Island, DE 19944
(38.454103995, -75.052754029)"
Ba Roos Ice Cream,33550 Marketplace Suite #2c,Bethany Beach,19930.0,06/22/2022,Routine,2-102.12,Certified Food Protection Manager,"33550 Marketplace Suite #2c
Bethany Beach, DE 19930
(38.527037994, -75.057863973)"
Bachetti Bros,4723 B Kirkwood Hwy,Wilmington,19808.0,01/13/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","4723 B Kirkwood Hwy
Wilmington, DE 19808
(39.723600983, -75.661309033)"
Back Burner,425 Hockessin Corner,Hockessin,19707.0,10/17/2023,Routine,2-102.12,Certified Food Protection Manager,"425 Hockessin Corner
Hockessin, DE 19707
(39.78677501, -75.697285)"
Back Creek Golf Club,101 Back Creek Dr,Middletown,19709.0,12/08/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","101 Back Creek Dr
Middletown, DE 19709
(39.500845996, -75.760384973)"
Back Porch Cafe,59 Rehoboth Ave,Wyoming,19971.0,08/01/2022,Routine,8-304.11,Responsibilities of the Permit Holder,"59 Rehoboth Ave
Wyoming, DE 19971
(38.716826997, -75.078339034)"
Bagel and Boba Cafe,214 Peoples Plaza,Newark,19702.0,02/28/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"214 Peoples Plaza
Newark, DE 19702
(39.60180602, -75.746563969)"
Bagelmania,416 Suburban,Newark,19711.0,12/06/2023,Routine,2-102.12,Certified Food Protection Manager,"416 Suburban
Newark, DE 19711
(39.668017984, -75.77804799)"
Bahama Breeze #3049,500 Center Blvd,Newark,19702.0,11/29/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","500 Center Blvd
Newark, DE 19702
(39.675494013, -75.650214998)"
Bahama Mama's Crab,37085coastal Highway,Fenwick Island,19944.0,05/13/2022,Routine,4-903.11,"Equipment, Utensils, Linens and Single-Service and Single-Use Articles Storing","37085coastal Highway
Fenwick Island, DE 19944
(38.45160799, -75.051970992)"
Bailey's Seafood,28653 Gumtree Rd,Frankford,19945.0,04/04/2022,Routine,3-101.11,"Safe, Unadulterated and Honestly Presented","28653 Gumtree Rd
Frankford, DE 19945
(38.522395007, -75.244574973)"
Baja Beach House & Grill,109 Garfield Parkway,Bethany Beach,19930.0,05/11/2023,Routine,7-209.11,Storage-Other Personal Care Items,"109 Garfield Parkway
Bethany Beach, DE 19930
(38.538662981, -75.056012997)"
Baked Coffee Bar,2000 Coastal Hwy,Dewey  Beach,19971.0,07/11/2023,Routine,4-702.11,Before Use After Cleaning,"2000 Coastal Hwy
Dewey  Beach, DE 19971
(38.695469992, -75.074758034)"
Bally's Chinese Restaurant,2116 N Market St,Wilmington,19802.0,08/01/2023,Routine,4-903.11,"Equipment, Utensils, Linens and Single-Service and Single-Use Articles Storing","2116 N Market St
Wilmington, DE 19802
(39.752249992, -75.540487001)"
Baltz Austin D Ele School,1500 Spruce Ave,Wilmington,19805.0,03/30/2022,Routine,5-202.12,"Handwashing Sinks, Installation","1500 Spruce Ave
Wilmington, DE 19805
(39.74384902, -75.599073989)"
Bancroft Elementary School,700 North Lombard Street,Wilmington,19801.0,04/05/2023,Routine,6-501.111,Controlling Pests,"700 North Lombard Street
Wilmington, DE 19801
(39.740737993, -75.543902961)"
Bangkok Bistro,24 Georgetown Plaza,Georgetown,19947.0,07/12/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","24 Georgetown Plaza
Georgetown, DE 19947
(38.679754007, -75.396376017)"
Bangkok House,104 N Union St,Wilmington,19805.0,02/03/2023,Routine,2-102.12,Certified Food Protection Manager,"104 N Union St
Wilmington, DE 19805
(39.747105013, -75.57394496)"
Bangkok Thai Cuisine,17644 Coastal Hwy,Lewes,19958.0,03/14/2023,Routine,6-301.14,Handwashing Signage,"17644 Coastal Hwy
Lewes, DE 19958
(38.747841003, -75.16828004)"
Banh-mi Boy,209 E Main St Suite B,Newark,19711.0,01/12/2023,Routine,6-301.11,"Handwashing Cleanser, Availability","209 E Main St Suite B
Newark, DE 19711
(39.683527984, -75.745066961)"
Banks Seafood Kitchen And Raw Bar,101 South Market Street,Wilmington,19801.0,03/23/2022,Routine,3-203.12,"Shellstock, Maintaining Identification","101 South Market Street
Wilmington, DE 19801
(39.737283015, -75.554776972)"
Bar Reverie,4017 Kennett Pike,Greenville,19807.0,08/16/2023,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","4017 Kennett Pike
Greenville, DE 19807
(39.780293996, -75.598794034)"
Barcelona Pizza,3322 A Old Capitol Trail,Wilmington,19808.0,01/17/2023,Routine,6-301.11,"Handwashing Cleanser, Availability","3322 A Old Capitol Trail
Wilmington, DE 19808
(39.732086989, -75.625657027)"
Bardea,620 Market St,Wilmington,19801.0,03/07/2022,Routine,2-102.12,Certified Food Protection Manager,"620 Market St
Wilmington, DE 19801
(39.742410015, -75.549661999)"
Bardea Steak,608 North Market Street,Wilmington,19801.0,12/21/2022,Routine,2-102.11,Demonstration of Knowledge,"608 North Market Street
Wilmington, DE 19801
(39.742138986, -75.549821004)"
Barimeals,1900 Tatnall Street,Wilmington,19802.0,09/25/2023,Routine,5-202.12,"Handwashing Sinks, Installation","1900 Tatnall Street
Wilmington, DE 19802
(39.752247981, -75.543015988)"
Barnes & Noble Booksellers Inc #2366,715 Christiana Mall,Newark,19702.0,11/23/2023,Routine,7-102.11,Common Name-Working Containers,"715 Christiana Mall
Newark, DE 19702
(39.678522018, -75.65204703)"
Basil,422 Delaware Avenue,Wilmington,19801.0,05/23/2022,Routine,6-301.12,Hand Drying Provision,"422 Delaware Avenue
Wilmington, DE 19801
(39.74730798, -75.551334021)"
Bavarian Bakery And Deli,1819 S Dupont Hwy,Dover,19901.0,09/08/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","1819 S Dupont Hwy
Dover, DE 19901
(39.128248021, -75.529620031)"
Bawarchi Indian Restaurant,2909 1/2 Concord Pike,Wilmington,19803.0,02/07/2022,Routine,2-102.12,Certified Food Protection Manager,"2909 1/2 Concord Pike
Wilmington, DE 19803
(39.798940001, -75.547232002)"
Bayard Middle School,200 S Dupont St,Wilmington,19805.0,09/14/2023,Routine,6-202.14,"Toilet Rooms, Enclosed","200 S Dupont St
Wilmington, DE 19805
(39.743556995, -75.571505993)"
Bayhealth/kent General Hospital,640 S State St,Dover,19901.0,07/14/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","640 S State St
Dover, DE 19901
(39.151061005, -75.523708023)"
Bayside Bait and Tackle,36085 Long Neck Rd,Millsboro,19966.0,06/17/2022,Routine,3-304.14,"Wiping Cloths, Use Limitation","36085 Long Neck Rd
Millsboro, DE 19966
(38.624746007, -75.12029398)"
BAYSIDE CLUBHOUSE,11090 Signature Blvd,Selbyville,19975.0,04/04/2022,Follow-up,4-501.112,"Mechanical Warewashing Equipment, Hot Water Sanitization Temperatures","11090 Signature Blvd
Selbyville, DE 19975
(38.466937172, -75.11463194)"
Bayview Tavern,165 Hubbard St,Frederica,19946.0,04/25/2022,Routine,3-307.11,Miscellaneous Sources of Contamination,"165 Hubbard St
Frederica, DE 19946
(39.05810398, -75.399282023)"
Bbc Tavern & Grill,4019 Kennett Pike,Greenville,19807.0,09/07/2022,Routine,2-102.12,Certified Food Protection Manager,"4019 Kennett Pike
Greenville, DE 19807
(39.780293996, -75.598794034)"
Beach View Hotel/cooper Simpler Assoc,6 Wilmington Ave,Rehoboth Beach,19971.0,07/28/2022,Routine,8-304.11,Responsibilities of the Permit Holder,"6 Wilmington Ave
Rehoboth Beach, DE 19971
(38.71521097, -75.081127326)"
BEACHES SEAFOOD OF MILTON LLC,200 Broadkill Road,Milton,19968.0,08/25/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"200 Broadkill Road
Milton, DE 19968
(38.788508991, -75.313085967)"
Beacon Middle School,19483 John Williams Hwy,Lewes,19958.0,10/03/2022,Routine,6-501.12,"Cleaning, Frequency and Restrictions","19483 John Williams Hwy
Lewes, DE 19958
(38.71433401, -75.148724977)"
Bear Diner & Restaurant,603 Pulaski Highway,Bear,19701.0,02/01/2022,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","603 Pulaski Highway
Bear, DE 19701
(39.647530014, -75.63499497)"
Beatty's Safari Lounge,100 N Franklin Street,Wilmington,19805.0,04/14/2022,Routine,2-102.12,Certified Food Protection Manager,"100 N Franklin Street
Wilmington, DE 19805
(39.743244015, -75.565464988)"
BEE BOWL'D,301 East Camden Wyoming Avenue,Camden,19934.0,11/17/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","301 East Camden Wyoming Avenue
Camden, DE 19934
(39.113646997, -75.541488973)"
Beebe Medical Center -Dietary,424 Savannah Rd,Lewes,19958.0,04/05/2022,Routine,6-501.12,"Cleaning, Frequency and Restrictions","424 Savannah Rd
Lewes, DE 19958
(38.771592006, -75.143355026)"
Bella Capri Italian Family Restaurant,6 College Park Lane Ste 7,Georgetown,19947.0,06/10/2022,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"6 College Park Lane Ste 7
Georgetown, DE 19947
(38.703821007, -75.403454032)"
Bella Italy Pizzaria Inc,4817 Governor Printz Boulevard,Wyoming,19809.0,05/04/2022,Routine,5-202.12,"Handwashing Sinks, Installation","4817 Governor Printz Boulevard
Wyoming, DE 19809
(39.754644995, -75.501149975)"
Bella Villa Italian Pizzeria,110 E Glenwood Avenue,Smyrna,19977.0,12/15/2023,Routine,8-404.11,Ceasing Operations and Reporting,"110 E Glenwood Avenue
Smyrna, DE 19977
(39.30621502, -75.608715022)"
Bellefonte CafT (the),804 Brandywine Blvd,Wilmington,19809.0,02/24/2023,Routine,2-102.12,Certified Food Protection Manager,"804 Brandywine Blvd
Wilmington, DE 19809
(39.765993003, -75.500132998)"
Bellevue Diner,703 Philadelphia Pike,Wilmington,19809.0,01/25/2023,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","703 Philadelphia Pike
Wilmington, DE 19809
(39.770368985, -75.501740983)"
Bellevue Hall,911 Philadelphia Pike,Wilmington,19809.0,07/10/2023,Routine,5-202.12,"Handwashing Sinks, Installation","911 Philadelphia Pike
Wilmington, DE 19809
(39.775698995, -75.495009979)"
Bellmoor The,6 Christian St,Rehoboth Beach,19971.0,10/04/2022,Routine,2-102.12,Certified Food Protection Manager,"6 Christian St
Rehoboth Beach, DE 19971
(38.71464502, -75.082291018)"
Bello Gino Pizzeria,25938 Plaza Dr Unit 4,Millsboro,19966.0,04/27/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","25938 Plaza Dr Unit 4
Millsboro, DE 19966
(38.631898998, -75.194123963)"
Belvedere V F C Kitchen,1000 Liberty Road,Wilmington,19804.0,03/11/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","1000 Liberty Road
Wilmington, DE 19804
(39.727231981, -75.619967978)"
Ben Franklin Cafe,802 Delaware Ave,Wilmington,19801.0,03/29/2022,Routine,3-502.12,"Reduced Oxygen Packaging, Criteria","802 Delaware Ave
Wilmington, DE 19801
(39.749941993, -75.554456029)"
Benjamin Banneker Elementary School,449 North Street,Milford,19963.0,09/29/2022,Routine,5-202.12,"Handwashing Sinks, Installation","449 North Street
Milford, DE 19963
(38.920205999, -75.431292008)"
Bento Nouveau,2400 Peoples Plaza,Newark,19702.0,03/09/2022,Routine,3-502.11,Variance Requirement,"2400 Peoples Plaza
Newark, DE 19702
(39.600340989, -75.749054987)"
Benvenuto,249 Northeast Front Street,Milford,19963.0,09/09/2022,Routine,3-307.11,Miscellaneous Sources of Contamination,"249 Northeast Front Street
Milford, DE 19963
(38.916015005, -75.424725961)"
Bertucci's,201 West Main Street,Newark,19711.0,01/10/2022,Routine,2-501.11,Clean-up of Vomiting and Diarrheal Events,"201 West Main Street
Newark, DE 19711
(39.684413149, -75.760124412)"
Best Food In Town,707 Pulaski Hwy Ste 101,Bear,19701.0,01/03/2023,Routine,3-501.19,Time as a Public Health Control,"707 Pulaski Hwy Ste 101
Bear, DE 19701
(39.646213008, -75.637524964)"
Best Kreyol Kitchen,31016 N Poplar St,Laurel,19956.0,03/10/2023,Routine,4-302.12,Food Temperature Measuring Devices,"31016 N Poplar St
Laurel, DE 19956
(38.561666989, -75.573834989)"
Best Western Galaxy Inn,1700 East Lebanon Road,Dover,19901.0,12/14/2023,Routine,2-102.12,Certified Food Protection Manager,"1700 East Lebanon Road
Dover, DE 19901
(39.128716988, -75.494935967)"
Best Western Plus,875 Pulaski Highway,Bear,19701.0,11/09/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","875 Pulaski Highway
Bear, DE 19701
(39.639067016, -75.650740962)"
Bethany Beach Fitness LLC,2 Town Road,Ocean View,19970.0,07/26/2023,Routine,2-102.12,Certified Food Protection Manager,"2 Town Road
Ocean View, DE 19970
(38.544129395, -75.083439399)"
Bethany Blues Barbecue Pit,6 N Pennsylvania Ave,Bethany Beach,19930.0,08/31/2022,Routine,3-403.11,Reheating for Hot Holding,"6 N Pennsylvania Ave
Bethany Beach, DE 19930
(38.538935016, -75.057003989)"
Bethany Blues Of Lewes,18385 Coastal Hwy,Lewes,19958.0,09/01/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"18385 Coastal Hwy
Lewes, DE 19958
(38.740696981, -75.146119965)"
Bethany Boat House,39817 Hickman Rd,Bethany Beach,19930.0,05/06/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","39817 Hickman Rd
Bethany Beach, DE 19930
(38.528596986, -75.056878009)"
Bethany Diner,792A Garfield Parkway,Bethany Beach,19930.0,05/02/2022,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","792A Garfield Parkway
Bethany Beach, DE 19930
(38.540287017, -75.072567004)"
Bethel A M E Ch Kitchen,604 N Walnut St,Wilmington,19801.0,06/02/2022,Routine,2-102.12,Certified Food Protection Manager,"604 N Walnut St
Wilmington, DE 19801
(39.740960994, -75.54714198)"
Bethel Community Church Inc,22365 Bethel Rd,Millsboro,19966.0,01/11/2023,Routine,5-202.13,"Backflow Prevention, Air Gap","22365 Bethel Rd
Millsboro, DE 19966
(38.452478996, -75.355634017)"
Bethel Store,7743 Main St,Bethal,19931.0,08/14/2023,Routine,2-102.12,Certified Food Protection Manager,"7743 Main St
Bethal, DE 19931
(38.569704019, -75.620494027)"
